FECHA_DE_NACIMIENTO,count
99999,11180
2013-01-03 00:00:00,26
2015-08-21 00:00:00,24
2011-03-23 00:00:00,23
2016-10-26 00:00:00,23
2014-08-14 00:00:00,21
2014-02-12 00:00:00,21
2013-01-10 00:00:00,21
2010-10-01 00:00:00,20
2014-09-19 00:00:00,20
2016-11-05 00:00:00,20
2011-07-15 00:00:00,20
2011-04-09 00:00:00,20
2020-05-05 00:00:00,19
2015-04-24 00:00:00,19
2011-11-21 00:00:00,19
2015-10-03 00:00:00,19
2011-02-11 00:00:00,19
2011-03-02 00:00:00,19
2015-09-21 00:00:00,19
