FECHA.1,count
99999,54763
2025-02-19 00:00:00,101
2025-02-18 00:00:00,80
2025-02-17 00:00:00,73
2025-02-20 00:00:00,72
2025-02-24 00:00:00,55
2025-01-22 00:00:00,52
2025-01-23 00:00:00,51
2025-01-20 00:00:00,46
2025-01-21 00:00:00,44
2025-01-24 00:00:00,43
2025-02-13 00:00:00,42
2025-02-25 00:00:00,41
2025-02-26 00:00:00,38
2025-02-14 00:00:00,35
2025-02-12 00:00:00,34
2025-01-16 00:00:00,34
2025-02-22 00:00:00,32
2025-02-27 00:00:00,31
2025-01-17 00:00:00,31
